Date,Departure,Destination,Airline,Price,Departure Time,Arrival Time,Stops,Duration,Flight Type
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"ITA Airways, Norse Atlantic Airways","₪1,675",09:15,22:15,2 stops,20h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Pegasus Airlines, Norse Atlantic Airways","₪1,325",05:25,22:15,2 stops,23h 50m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Royal Air Maroc,"₪2,449",07:15,17:55,1 stop,17h 40m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,EL AL,"₪2,780",00:45,05:45,nonstop,12h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Pegasus Airlines, Norse Atlantic Airways","₪1,649",07:20,22:15,2 stops,21h 55m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Vueling, Royal Air Maroc","₪1,813",06:55,17:55,2 stops,18h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Norse Atlantic Airways","₪1,857",09:00,22:15,1 stop,20h 15m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Royal Air Maroc","₪1,947",06:30,17:55,2 stops,18h 25m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Vueling,"₪1,976",06:55,21:15,1 stop,21h 20m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Azores Airlines","₪1,984",06:30,19:55,2 stops,20h 25m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Royal Jordanian,"₪2,047",23:30,15:55+1,1 stop,23h 25m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,TAP AIR PORTUGAL,"₪2,162",06:30,20:05,1 stop,20h 35m,Discount
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,TAP AIR PORTUGAL,"₪2,221",06:30,22:34,2 stops,23h 04m,Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,LOT,"₪3,089",11:35,20:35,1 stop,16h 00m,Classic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Wizz Air Malta, Norse Atlantic UK","₪1,630",20:55,15:50+1,2 stops,25h 55m,Discount
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Wizz Air UK, Norse Atlantic UK","₪1,653",21:55,15:50+1,1 stop,24h 55m,Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Pegasus Airlines, Norse Atlantic Airways","₪1,742",05:25,22:15,3 stops,23h 50m,Classic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Vueling, Azores Airlines","₪1,854",06:55,19:55,2 stops,20h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,924",06:55,22:15,3 stops,22h 20m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Norse Atlantic UK","₪1,932",03:10,15:50,1 stop,19h 40m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Pegasus Airlines, Azores Airlines","₪1,939",05:30,19:55,3 stops,21h 25m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,958",06:30,22:15,2 stops,22h 45m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Royal Air Maroc","₪2,043",03:30,17:55,2 stops,21h 25m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Royal Jordanian,"₪2,043",17:45,15:55+1,1 stop,29h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Vueling, LEVEL","₪2,323",06:55,21:15,1 stop,21h 20m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,704",00:10,13:55,1 stop,20h 45m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,704",23:55,13:55+1,1 stop,21h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,704",23:45,13:55+1,1 stop,21h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, JetBlue","₪3,108",01:00,12:59,1 stop,18h 59m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Air Canada,"₪3,521",11:55,22:21,1 stop,17h 26m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,"₪3,532",06:50,15:20,1 stop,15h 30m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,"₪3,532",06:50,16:55,1 stop,17h 05m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,"₪3,532",06:50,18:10,1 stop,18h 20m,Blue
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,800",10:30,18:10,1 stop,14h 40m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,800",12:20,22:00,1 stop,16h 40m,Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,EL AL,"₪3,801",09:05,18:45,1 stop,16h 40m,Latitude
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Delta,"₪3,891",23:40,05:25+1,nonstop,12h 45m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪3,893",07:00,15:40,1 stop,15h 40m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,612",21:45,15:50+1,2 stops,25h 05m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Pegasus Airlines, Norse Atlantic Airways","₪1,630",18:35,22:15+1,2 stops,34h 40m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,660",20:55,15:50+1,2 stops,25h 55m,EcoFly
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"TAROM, Norse Atlantic Airways","₪1,675",00:20,22:15,2 stops,28h 55m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Wizz Air Malta, Azores Airlines","₪1,694",21:45,19:55+1,3 stops,29h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,727",17:30,15:50+1,2 stops,29h 20m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Wizz Air Malta, Norse Atlantic UK","₪1,749",21:45,15:50+1,2 stops,25h 05m,Refundable Main
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,749",17:30,15:50+1,2 stops,29h 20m,Refundable Comfort+
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,757",21:20,15:50+1,2 stops,25h 30m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,801",17:30,15:50+1,2 stops,29h 20m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,868",05:20,22:15,3 stops,23h 55m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,894",05:20,22:15,3 stops,23h 55m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,TAP AIR PORTUGAL,"₪2,317",06:30,08:40+1,2 stops,33h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Vueling, Iberia","₪2,543",06:55,21:15,1 stop,21h 20m,Standard
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Egypt Air,"₪2,598",11:15,08:00+1,1 stop,27h 45m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,704",00:10,19:00,2 stops,25h 50m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,743",00:10,19:00,1 stop,25h 50m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,743",23:55,19:00+1,1 stop,26h 05m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,743",23:45,19:00+1,1 stop,26h 15m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,743",12:40,08:15+1,1 stop,26h 35m,Standard
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,754",23:55,19:00+1,2 stops,26h 05m,Standard
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,754",23:45,19:00+1,2 stops,26h 15m,Standard
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Etihad Airways,"₪2,899",13:40,10:05+1,1 stop,27h 25m,Standard
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,LOT,"₪3,059",05:20,20:35,1 stop,22h 15m,Discount
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,070",11:50,08:15+1,1 stop,27h 25m,Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, JetBlue","₪3,260",01:00,14:59,1 stop,20h 59m,Classic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,446",18:25,08:15+1,1 stop,20h 50m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,"₪3,532",06:50,21:05,1 stop,21h 15m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,"₪3,532",06:50,23:05,1 stop,23h 15m,Eco Special
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,EL AL,"₪3,709",03:30,14:10,1 stop,17h 40m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,800",01:00,11:20,1 stop,17h 20m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,818",21:25,11:20+1,1 stop,20h 55m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Delta,"₪3,838",11:05,22:24,1 stop,18h 19m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Delta,"₪3,838",11:05,23:37,1 stop,19h 32m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,SWISS,"₪3,856",05:20,13:05,1 stop,14h 45m,Eco Special
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,SWISS,"₪3,856",05:20,16:15,1 stop,17h 55m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",07:20,18:10,1 stop,17h 50m,Eco Special
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",10:30,22:00,1 stop,18h 30m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",05:05,18:10,1 stop,20h 05m,Economy Choice
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",07:20,22:00,1 stop,21h 40m,Economy Choice Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,867",01:05,13:20,1 stop,19h 15m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪3,870",05:15,13:40,1 stop,15h 25m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪3,870",07:55,20:25,1 stop,19h 30m,Blue
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Delta,"₪3,893",05:15,15:10,1 stop,16h 55m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪3,894",11:55,22:21,1 stop,17h 26m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,908",05:15,13:40,1 stop,15h 25m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,908",07:55,20:25,1 stop,19h 30m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Delta,"₪3,917",05:15,15:50,1 stop,17h 35m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Brussels Airlines, United Airlines","₪3,925",01:05,13:20,1 stop,19h 15m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪3,927",05:15,13:40,1 stop,15h 25m,Refundable Main
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines","₪3,927",05:15,13:40,1 stop,15h 25m,Refundable Comfort+
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪3,927",07:55,20:25,1 stop,19h 30m,Refundable Main
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines","₪3,927",07:55,20:25,1 stop,19h 30m,Refundable Comfort+
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Condor,"₪3,930",05:15,14:05,1 stop,15h 50m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪3,948",07:00,15:40,1 stop,15h 40m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Condor","₪3,992",05:15,14:05,1 stop,15h 50m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,019",07:00,20:25,2 stops,20h 25m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,019",07:00,20:25,2 stops,20h 25m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,019",07:00,20:25,2 stops,20h 25m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪4,028",07:00,20:25,2 stops,20h 25m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪4,028",07:00,20:25,2 stops,20h 25m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,043",07:00,20:25,2 stops,20h 25m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,060",05:15,15:40,2 stops,17h 25m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines","₪4,343",07:00,15:40,1 stop,15h 40m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,"₪4,447",09:15,18:50,1 stop,16h 35m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,768",21:45,22:15+1,2 stops,31h 30m,Refundable Main
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪1,794",21:45,22:15+1,3 stops,31h 30m,Refundable Comfort+
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,TAP AIR PORTUGAL,"₪2,317",06:30,08:40+1,2 stops,33h 10m,Refundable Premium
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,743",12:40,13:55+1,1 stop,32h 15m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,758",12:40,19:00+1,2 stops,37h 20m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Etihad Airways,"₪3,033",13:40,15:50+1,1 stop,33h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,070",09:55,08:15+1,1 stop,29h 20m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,070",11:50,13:55+1,1 stop,33h 05m,Refundable Main
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,070",09:55,13:55+1,1 stop,35h 00m,Refundable Premium
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,446",18:25,13:55+1,1 stop,26h 30m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,446",18:25,19:00+1,1 stop,31h 35m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,483",18:25,19:00+1,2 stops,31h 35m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,818",21:25,18:10+1,1 stop,27h 45m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",21:00,11:20+1,1 stop,21h 20m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",05:05,22:00,1 stop,23h 55m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",01:00,18:10,1 stop,24h 10m,Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",17:55,11:20+1,1 stop,24h 25m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,SWISS,"₪3,859",18:20,13:05+1,1 stop,25h 45m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",15:20,11:20+1,1 stop,27h 00m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",01:00,22:00,1 stop,28h 00m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",21:00,18:10+1,1 stop,28h 10m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",12:20,11:20+1,1 stop,30h 00m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",17:55,18:10+1,1 stop,31h 15m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,"₪3,859",10:30,11:20+1,1 stop,31h 50m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪3,870",05:15,20:25,1 stop,22h 10m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,SWISS,"₪3,882",18:20,16:15+1,1 stop,28h 55m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines","₪3,909",18:20,13:05+1,1 stop,25h 45m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines","₪3,909",18:20,16:15+1,1 stop,28h 55m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Delta,"₪3,917",05:15,19:30,1 stop,21h 15m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪3,927",05:15,20:25,1 stop,22h 10m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines","₪3,927",05:15,20:25,1 stop,22h 10m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Brussels Airlines, Air Canada","₪3,938",01:05,20:27,2 stops,26h 22m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,940",05:15,20:25,1 stop,22h 10m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Air Canada,"₪3,963",07:55,22:21,2 stops,21h 26m,Economy Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada","₪3,963",07:55,22:21,2 stops,21h 26m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada","₪3,963",07:55,22:21,2 stops,21h 26m,Light
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Air Canada,"₪3,963",05:15,22:21,2 stops,24h 06m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Air Canada,"₪3,963",05:15,22:21,2 stops,24h 06m,Discount
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada","₪3,963",05:15,22:21,2 stops,24h 06m,Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada","₪3,963",05:15,22:21,2 stops,24h 06m,Classic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪3,971",17:10,15:40+1,1 stop,29h 30m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Brussels Airlines, United Airlines","₪3,973",16:10,13:20+1,1 stop,28h 10m,Eco Special
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪3,975",16:20,13:40+1,1 stop,28h 20m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,978",17:10,15:40+1,1 stop,29h 30m,Economy Choice
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,SWISS,"₪3,982",18:20,14:40+1,2 stops,27h 20m,Economy Choice Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,SWISS,"₪3,982",18:20,14:40+1,2 stops,27h 20m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪3,982",16:20,13:40+1,1 stop,28h 20m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,986",16:10,13:20+1,1 stop,28h 10m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪3,995",16:20,13:40+1,1 stop,28h 20m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,005",01:05,15:40,2 stops,21h 35m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,005",01:05,15:40,2 stops,21h 35m,Eco Special
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",06:05,20:25,2 stops,21h 20m,Eco Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",06:05,20:25,2 stops,21h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",06:05,20:25,2 stops,21h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",06:05,20:25,2 stops,21h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",15:40,13:40+1,2 stops,29h 00m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",15:40,13:40+1,2 stops,29h 00m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,011",15:40,13:40+1,2 stops,29h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,019",01:05,13:40,2 stops,19h 35m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,019",01:05,20:25,2 stops,26h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,019",01:05,20:25,2 stops,26h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,019",01:05,20:25,2 stops,26h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,019",01:05,20:25,2 stops,26h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,019",01:05,20:25,2 stops,26h 20m,Flexible
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,056",17:10,13:20+1,2 stops,27h 10m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,067",16:10,13:40+1,2 stops,28h 30m,Economy Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,"₪4,067",15:40,13:40+1,2 stops,29h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines","₪4,067",15:40,13:40+1,2 stops,29h 00m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,"₪4,075",17:10,13:20+1,2 stops,27h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,109",17:10,13:40+1,2 stops,27h 30m,Refundable Main
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,109",17:10,13:40+1,2 stops,27h 30m,Economy (partially refundable)
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,138",17:10,13:40+1,2 stops,27h 30m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,"₪4,343",17:10,13:40+1,2 stops,27h 30m,Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,"₪4,466",04:45,18:50,1 stop,21h 05m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, Air Canada","₪4,514",06:05,22:21,2 stops,23h 16m,Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Iberia,"₪4,577",06:55,21:15,1 stop,21h 20m,Latitude
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,United Airlines,"₪4,584",07:00,22:21,2 stops,22h 21m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada","₪4,601",07:00,22:21,2 stops,22h 21m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,"₪4,689",04:45,14:25,1 stop,16h 40m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Air Europa","₪4,790",03:30,12:55,1 stop,16h 25m,Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines","₪5,304",05:20,13:05,1 stop,14h 45m,Latitude
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines","₪5,304",05:20,16:15,1 stop,17h 55m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,754",00:10,08:15+1,1 stop,39h 05m,Flex
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,754",23:55,08:15+2,1 stop,39h 20m,Latitude
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,754",23:45,08:15+2,1 stop,39h 30m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,901",00:10,19:00+1,2 stops,49h 50m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,901",00:10,19:00+1,2 stops,49h 50m,Economy Basic Plus
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,901",23:55,19:00+2,2 stops,50h 05m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,901",23:55,19:00+2,2 stops,50h 05m,Basic Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,901",23:45,19:00+2,2 stops,50h 15m,Economy Basic
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪2,901",23:45,19:00+2,2 stops,50h 15m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,089",11:50,19:00+1,2 stops,38h 10m,Economy
2023-12-01,Ben Gurion Intl,John F Kennedy Intl,Emirates,"₪3,089",09:55,19:00+1,2 stops,40h 05m,Economy
